text,topic
This was my first Barbara Kingsolver book and my third Audio. This was by far the best book. The audio was perfect. The Narrator did such a great job you could feel every little thing.This book is about a boy. A boy and his life's ups and downs. Mostly downs but a few ups in there. Set in the Appalachians. In a trailer. Born to a teenage mother. This kid really started out at the bottom of the chain. It holds your attention all the way to the soft sweet ending. What all this child goes through is heartbreaking and very realistic.The author did such a good job of describing the events in this novel. Each thing that happened to Demon Copperhead made you stop and take a long look at life. At how things can happened exactly as told. How in some instances things are just out of our control. Things that some people look down on others for having no idea it could happen to them or one of their loved ones. I think in some of the things I heard in this book happen in all families in some way or the other. It's devastating and so sad to think of but also very realistic. Demon has so many losses in his young life. To say that he made his choices is unrealistic. You would have to take a walk in his shoes to see that maybe.I am so glad I listened to the audio version of this book. The narrator takes you through so much and his use of voices in places makes it feel like more than just a book. He told a story here. A story that everyone should read. Or listen too.I see why this book won the author a pulitzer prize. It's that good. It's that real. It's all that and much more. It's a must read.Five huge stars and deserves more. A tearjerker.,book
"""Demon Copperhead"" is a powerful and thought-provoking read, particularly for someone like me who grew up in the South. This book delves into the complexities of the region's history, culture, and the enduring impact of its past.Set against the backdrop of the South, ""Demon Copperhead"" weaves a narrative that brilliantly captures the essence of this unique part of the United States. The author's vivid descriptions and rich storytelling painted a familiar yet deeply nuanced picture of the South that resonated with my own experiences.One of the standout aspects of this book is its unflinching exploration of the region's history, including its darker chapters. It courageously confronts the issues of racism, inequality, and social tension that have defined the South for generations. Through well-crafted characters and compelling narratives, the book brings these issues to life, challenging readers to reflect on their own experiences and the broader societal implications.As someone who grew up in the South, ""Demon Copperhead"" hit home in a profound way. It evoked memories, sparked introspection, and prompted important conversations. It's a testament to the author's skill that they were able to capture the complexities of the South in such a relatable and authentic manner.The characters in the book felt like people I had known, their struggles mirroring those of friends and family. This relatability made the story all the more engaging and emotionally charged.In conclusion, ""Demon Copperhead"" is a remarkable literary achievement that skillfully tackles the nuances of the South's history and culture. It serves as a poignant reminder of the region's enduring legacy while offering a platform for dialogue and understanding. For anyone with ties to the South or an interest in its complex tapestry, this book is a must-read that will resonate deeply.",book
"Initially I was hesitant about taking on this 514 page novel in my busy life but I had read so many good reviews, I had to give it a try. I must tell you I was hooked from the start.How Barbara Kingsolver is able to channel the voice of a poor young boy of the south and maintain it throughout is beyond me. It would be a tortuous tale if not for the wit and sarcasm of the main character. I took the journey with Demon Copperhead, cheering him and his friends on. I was so engaged with their individual stories, I couldnât put it this book down. I didnât want it to end. One of the best books of 2023!",book
"I enjoyed this book and couldnât wait to see how it ended. I loved the story as told by Demon Copperhead â Damienâ. I am a nurse and was trained and in my practice throughout the years always had a soft spot for those less fortunate. There wasnât anything I didnât like about the book. There were many characters and Iâd have to keep the Peggot clan straight. Thank you for telling this story about people that are often looked down upon those with more education, money, power and void of empathy. I was hoping for a happy ending after all of Demonâs traumas in life.",book
"This is the most perfect book Iâve ever read. It was oddly relatable, very very sad, hysterically funny (shockingly, this could be the funniest book Iâve read - I mean laughing out loud at the narration), complex and simple simultaneously. Authentic. EPIC. Absolutely brilliant. I canât think of anymore nice words to compliment Kingsolverâs novel, but I promise that there are a million ways to say that this is more than just a great book. I will forever be thinking of all the characters. You kinda get entrenched in their lives. I am jealous of everyone that is given the opportunity to read this book for a first time and go through all the feelings and ups and downs (lots and lots of downs) of Demon and his crew. I like to think Iâm pretty well read, read about two books a week. No book compares to Demon Copperhead, nothing ever will.",book
"I have just finished reading this book for the second time, something I never do, and found this book more compelling than ever, maybe the best book Iâve ever read, The writing is rich beyond words, the message is clear, you want to know each character and would know them if you met them because Barbara Kingsolver loves her characters and you already know them sight unseen. Thank you for a glorious read and an education on a region I only knew by characature and now cannot ignore.",book
"Written in first person, Damon âDemonâ is an old soul at a very young age the book takes you thru a tragic and abusive childhood. Reminiscent of David Copperfield . Winds thru what looks like some saving grace in a new home situation that then devolves into addiction due to injury and finally ends in recovery and full circle. Demons first person is full of southern sayings adding light to a very heavy tale. Kingsolver knows how to write a real story!",book
"Written in 2021 by a secular Israeli actress dubbed the ""Israel Explainer"" by The New York Times, this history of Israel starts in w/archeological evidence of the indigenous Jewish people 3,000 years ago and stops short of October 7, 2023 - complete w/footnotes. It lays out the history of the entire geographic region as well as that of the author's family who fled pogroms in Europe for the safety of a Jewish homeland. It's irreverent and straightforward and allows the reader to quickly grasp the long history of the surrounding region until Israel's official designation as a UN state by 1947. She reiterates that Israel is the sole democracy in the region & is populated by Arabs, Christians, & Jews w/equal rights for women, LGTBQ+, and a thriving economy despite not having ANY natural resources.If you're not into sagas, skip to The Appendix which summarizes 3,000 years in 5 pages of bullet points. There's a glossary of terms that after often misused and misunderstood. I flew through it in a weekend & was wiser for having done so. Kudos to Ms. Tishby.",book
"Over the course of my life I have studied the history of Israel in various ways - reading books, taking courses etc. Given the current war I felt I needed to brush up on my Israel facts in order to intelligently defend the state that i love. This book details all important events with statistics and facts and goes into important details like BDS, the UN, antisemitism and more. It also is told from Noaâs perspective giving you insight to who she is as a person and her familyâs connection to the land. I love Noaâs style and admire her courage to stand up so eloquently for what is indeed the most misunderstood country on earth.",book
"Today itâs in the news and itâs worth finding what happened in the past and getting a handle on whatâs happening and how to look at it And why there is so much anti-Jewish sediment going on now what it means, and how to look at it.",book
"Tishby does a great job of relaying the history of the State of Israel from it's inception through her eyes and those of her family before she was born. This is not a typical book of history . It's written in a very informal way by a woman more attuned to the world of entertainment than history. She made some great points about how Israel has on a few occasions offered to give the West Bank to the Palestinians as their own state but didn't adequately explained why they have continued to expand the Jewish settlements. Overall, a very enlightening book.",book
"Incredible book; a must read in todays world. Thoughtful, personal, fair. Noa is an incredible writer!",book
Great introduction to the history of Israel and the challenges of the region. Highly recommend for anyone wanting to better understand Israel,book
"This is so well written, educational and does a great job citing to facts! Anyone interested in learning about the middle east must read this book",book
Exactly as the title states- this is a simple guide to the most misunderstood country on earth.,book
Well written! Very easy read. History put in a simple to understand way. Loved it! Thank you Noa!,book
"...and you if haven't read it, please do it immediately. A nice, funny, and deeply effective book to understand Israel and Israelis. And a good tool to learn what to believe and what to discard when you read the news during this war.",book
"I seldom read fiction, as I read non-fiction voraciously to prepare for my weekly podcast. As I love octopuses, thanks to seeing the documentary My Octopus Teacher 13 times, someone recommended this book to me. It was an absolute delight! Shelby's writing is enchanting - she delivers the beautiful nuance of language among different dialects of English speakers which just draws you in big time. And the story is deliciously elevating and heart-warming. She shows us the beautifully interconnected world we all live in but seldom take time or effort to glimpse or truly appreciate. I can't wait for her NEXT novel!",book
"I am besotted with the octopus. Besotted! This first-time novelist presents a marvelously erudite creature narrating how much he KNOWS, and I must confess that his knowing(s) really melted my heart -- like my dog does, always devotedly attending and perfectly, albeit without a word. For me, this story amplifies my wonder at how seamlessly non-human nature can communicate with us, offering incredible kinds of conversation â even from inside a tank at a marine-life aquarium.Marcellus the Octopus is always ruminating about what he hears from people passing through the tank exhibits, saying things like âIgnorance is bliss.â To this particular expression, Marcellus objects because, he says, ""Here, in the kingdom of animals, ignorance is dangerous. The poor herring dropped into the tank lacks any awareness of the shark lurking below. Ask the herring whether what he doesnât know can hurt him.â This contemplation becomes compassion when the octopus notes that âHumans can be wounded by their own oblivion, too. They do not see it, but I do. It happens all the time. Humans walk alike (or, in this case, unalike) far more than they realize.âThe human characters in this aquarium couldnât see what Marcellus could â- until they could, thanks largely to assistance from a literal sucker for injured creatures; creatures like himself; creatures captured in the ticking of time with lifespans that are getting shorter every day.Spoiler alert: they all get freed in the end.",book
"This book was so good, the stories about each or the characters, including Marcellus the octopus, are so wonderfully intertwined that you can't stop reading--you can't wait to find out what's next in each of their lives. While the portrayal of the octopus seems beyond what he could possibly see and do, it forced me to do some research about the ability of giant octopi to accomplish some of the things that Marcellus did--yes, there are examples of these creatures accomplishing what he does. (Obviously, no one actually can verify what they think, but these creatures have been observed doing many of the things that he does in the book.) The best part of the way the book is written is that all of the characters are developed well and their lives, while they seem to be totally separate one not truly influencing the others, are slowly intertwined as the book continues.Obviously, I loved the book and found it hard to put down. I called one of my daughters to tell them that I had a wonderful suggestion for her next read. (She is a working mother with 3 kids who keep her busy a lot of the time.) She told me she had one for me also: it turned out that she recommended Remarkably Bright Creatures to me just as I was about to do the same to her. The discussion that my book club had of the book reached the same conclusion--don't miss this book and we wondered what the next book from Ms. Peck would be.",book
"âRemarkably Bright Creaturesâ by Shelby Van Pelt starts with an animal as a main character, and if you have seen âThe Shape of Water,â your first fear is a recreation of that quirky top twist. We alternate chapters between Tova, an aquarium custodian, and an octopus. Because we accept this as a work of fiction, we go along, despite our doubts, about which aquarium dwellers would have the best mind for crime-solving and why Van Pelt chose the eight-legged one.Cameron, a third character, has a bad breakup and loses his job. Now, we have three lives that need to intersect, and it does not take long for you to care about them. Tovaâs misanthropic characteristics somehow make her more intriguing. The incident when all three of these remarkably different characters come together happens early in the novel but still qualifies as an âa-haâ moment. Each is a bright creature in its way, and they will surprise you.An octopus as an omniscient narrator sounds like a hokey idea, but Van Pelt makes it work. As the winner of BookBrowseâs Best Debut, it is unique and not surprisingly like nothing you have read. Van Pelt most likely has a few more stories in her. I read a few reviews that stated how horrible of a human being Cameron is, but that shows you how skilled Van Pelt is. Loveable idiots are hard to produce, so I credit the author. She also creates chapter titles that mean nothing until you read, a tactic that works like the âFrasierâ TV show.Predicting endings or twists is not my skill set, but I saw this coming. It did not take away from my enjoyment since the characters meant so much to me then. How would the average person respond in the face of so much loss? Tova leads the novel as a woman who goes about her business in life because what else can she do? Marcellus, the Giant Pacific Octopus, has the advantage of knowing everything as a literary device in which we see the tragedy behind the characterâs ignorance.It is too early to predict that this will be the best of the year, and I cannot see anything passing up this and âIn Love.â The story arc travels at the right pace, and I did not want to put it down. All three main characters had nothing in common with me, but I still related to them. When everything starts coming together and you see the finish line, you cannot help but feel relief and pity simultaneously. You took this journey with all three of them and hoped for closure.",book
"What an astonishing surprise! When I heard about this book about an octopus, I thought, âreally?â But it is so touching and well written. It makes you laugh and it makes you cry. I am an avid reader, and this will be one of those books that I will never forget. It is book that will stay with me forever. Bravo Shelby!",book
"Remarkably Bright Creatures is such a sweet story. I enjoy books with storylines that seem completely separate that end up coming together in the end very much so of course I loved this one. Having some chapters narrated by the octopus is an added bit of fun plus it makes it so you, the reader, know things before the characters (another thing I enjoy in books). I highly recommend this book to adults who enjoy a feel good story.",book
"I had been putting off reading #RemarkablyBrightCreatures because I was skeptical about a book featuring a giant octopus. I couldn't have been more wrong about the octopus. I was literally ""hooked"" from the first chapter. #Marcellus the octopus narrates several chapters from his tank at the Sowell Bay Aquarium in Washington state. He is intelligent, very clever and full of secrets. His interactions with the late night cleaning woman, Tova, weave a seamless mystery on love, loss and finding hope. Interspersed between chapters told by Marcellus, are a cast of supporting characters that will keep you flipping to the next page. Cameron, Ethan and the Knit-Wits help Tova redefine family and friendship. This first novel by #ShelbyVanPelt is sure to have you longing to read more of her future work.",book
This is a lovely book that gave me a break when I needed it from the stress of real life. Very well put together and well written. Simple in some ways but very clever in other ways.,book
"A delightful book to escape into when the world around us seems to be going nuts. Itâs a story of love, loss, new beginnings and an amazing octopus who figures it all out before the clueless humans do.",book
I Loved this book! The characters were all so thoughtfully developed and sympathetic. I Loved the ending! I will never look at octopi the same way.,book
"I've been a fan of Harry Potter since about the grade school, back when the only books that had been published yet were the first three, when Potter's popularity was still on the rise, when Christian fundamentalists were still catching on to the horrifying idea that a ""witchcraft"" story was gaining popularity with children, and grade-school teachers were similarly catching on to Harry Potter being a pretty effective tool for getting kids to develop a liking for books. Indeed, that was how I discovered them: my English teacher somewhere in the 6th-to-8th-grade portion of schooling (where my Catholic school shifted to a high-school-like classroom and teacher shuffle to prepare students for the routines public school would involve) introduced me and several other students who were showing less interest and enthusiasm in the class to the Harry Potter novels, actually lending us her own copies of the first three books to get us reading. By the time the much thicker fourth volume, Goblet of Fire, came out, I was so in love in the series that its intimidating size was far more appealing to me than intimidating, like a larger bowl of rocky road ice cream might look appealing.In the decade-and-a-half since, I've never let go of my love of Harry Potter, even if I have gone long stretches of time without keeping an active eye on the franchise. The recent revival of widespread Potter interest of the appealing-but-flawed sequel stage play (""Harry Potter and the Cursed Child"") and an arguably-more-interesting-and consistently-engrossing prequel-sidestory-movie (""Fantastic Beasts and Where to Find Them"") has prompted me to revisit the book series yet again, as well as replace my old worn-down hardcover copies with both the paperback box set and the eBook downloads from Pottermore's e-shop â which are cross-compatible with Kindle accounts and can be transferred over as identical files to the Kindle versions, by the way, even though Amazon doesn't count those files as purchases of the Kindle eBooks, but rather as separate account-exclusive items. Having checked on Audible, this series does not seem to be compatible with Whispersync for Voice no matter where you buy the eBooks as of yet, so audiobook fans who like to read the text while listening may wish to take note of that when deciding whether to buy a physical or eBook versions (this is possibly due to revisions having been made to the text for series consistency in the time since the audiobooks were recorded).In-depth reviews of the individual books are perhaps best saved for each book's individual page on Amazon, so I will give only a broad-stroke review of the stories here â if you are considering buying the series as a complete box set, it's likely you've already read and enjoyed at least the one of the books. But for the uninitiated, Harry Potter is a series that follows a boy, Harry himself, across a seven-year series of adventures culminating in the return and subsequent war against Lord Voldemort, a terrible Dark wizard who wreaked horrors upon the magical and non-magical communities alike until his unexpected and inexplicable destruction when he killed Harry's parents and then attempted to kill Harry while he was still an infant. Harry, growing up with his non-magical (""Muggle"") aunt and uncle, who cruelly neglect and emotionally abuse him, receives a letter of acceptance to Hogwarts School of Witchcraft and Wizardry when he turns eleven, whereupon he discovers that not only is there a burgeoning community of witches and wizards living and hiding in plain sight in a seemingly-ordinary 1990s British society, but that he is famous among the magical community. They call him the ""Boy Who Lived,"" the cause of Voldemort's disappearance and the end of his reign of terror. But as Harry enters the magical world and begins to learn about this new side of his life and the wonders of magic, he gets drawn into a series of perilous events that lead him closer and closer to his eventual destiny with each passing book, gradually revealing more of the truth behind what happened on the night Harry's parents were murdered and what led to it, among other things.Harry Potter is a fantastic series. One might be tempted to think it's overblown or over-rated by its enthusiasts. One would, in fact, be forgiven for taking that impression almost exclusively from the movies; they're enjoyable enough in their own right, but suffer problems of less-than-amazing adaptation and fluctuations in creative vision that make the film series feel somewhat disjointed and less-thoughtful than the books they're based on, and have the added problem of the younger actors and actresses often taking a few films to develop the skills to portray their characters naturally (an occupational hazard of a fantasy epic that relies on child actors, really). The Harry Potter novels, meanwhile, provide an arguably smoother introduction and, subsequently, a more fleshed-out experience in Harry's world, with the earlier, shorter books providing a comfortable and more ""episodic"" early portion that's great for allowing readers to get their feet wet, becoming gradually more involved and complex until the build-up culminates with the fourth and fifth novels, where the story goes all-in on characterization and worldbuilding detail, presuming the writer to be fully invested by that point, and keeping that level of maturity and intensity right up to the ending of the final volume.It would be remiss of me to call this series perfect, don't mistake the five-star rating for that. J.K. Rowling certainly has her weaknesses as a writer, and it could be accurately said that the novels suffer from a bit of a bloating problem that surfaced around Book Five, where Rowling clearly had more power to say ""no"" to her editors (incidentally, this is also the point at which the American text just gives up at hiding away a lot of the Britishisms in narration and dialogue, and I will say the books are at least better for that much). This is a clear Your Mileage May Vary kind of point. I personally enjoy the tangential worldbuilding that comes out of it, and consider it worth whatever ""bloat"" occurs as a result. But then, Harry Potter and the Order of the Phoenix is my favorite of the seven novels, and even for some avowed fans of Harry Potter, that book was too long and spent a little too much time on certain things. There's really no way to tell whether that will be a problem for you until you get there and either like it or don't like it. But what problems the Potter novels have are, in the grand scheme, just niggles. It all comes together in a really great way and in spite of the flaws, it's a really great series of books worthy of the classification of ""epic.""But one thing that might surprise people unfamiliar with Potter is that this is not a fantasy action-adventure series. It's more of a mystery series coated in a gooey chocolate fantasy syrup. Harry Potter himself tends to fill the role of a combination Frodo Baggins figure and up-and-coming detective character, and the most important plot points are, regardless of who figures out or explains a given part of things, presented as mysteries. Action sequences occur and can be quite intense, particularly in later volumes, but this is not the story of a big, super-cool hero slaying dragons; it's a story of circumstance, figuring out the circumstance, and then reacting to the circumstance. Some readers seem annoyed by the fact that eleven-year-old Harry never matures in this series to a point where by the end of magical high school he's capable of going head-to-head in a duel with a Dark Lord with decades of extensive magical knowledge under his belt, but that is simply not the angle that this series goes for. My comparison of Harry to Frodo Baggins was not an idle-name-drop. Harry's role in this story is very deliberately that of the hero who stands strong against adversity but ultimately triumphs through low-key action behind the scenes of a conflict in which number other, more powerful or more experienced combatants command the bulk of the Dark Lord's attention. And, like Frodo (and his progenitor, Bilbo), sometimes Harry is helped by sheer circumstance, the timely and skillful intervention of one of his friends, or a combination of his own efforts plus those things. The series does give us a fairly clear picture of what an action-centric lead character in this universe might look like, and I think that's where a fair portion of reader disappointment with Harry's more subdued take on heroics comes from, but he is an eleven-year-old who eventually becomes a seventeen-year-old over the course of the story, contending with a villain who has fifty-plus-year lead on experience over him. I think I would have raised an eyebrow had Harry ever bested Voldemort in a straight-up magical fight.As with everything, this series is something you should read for yourself if you're unsure. There's probably a copy available at your local library if you don't live in a particularly strict area with a stick up its rear about fantasy novels with magic in them. I recommend giving them a shot, and if Book One doesn't jive with you at first, sticking with it at least until the end of Book Two. This is a series that improves as it moves forward, each book adding new layers to the existing world by pacing its narrative in the same way a child might learn more and more about the real world as he or she grows into an adult, which is a large part of Harry Potter's effectiveness as a coming-of-age story. The reader, in a figurative sense, grows with Harry, as many of the original readers grew with Harry alongside the release of each subsequent book. This is as much a narrative tool as a consequence of readers aging as they read the books, because with very rare exceptions scattered through the series, the narrative is locked firmly into whatever it is that Harry Potter himself is seeing, hearing, saying, feeling, or thinking, and the reader's understanding of events and the world around him is often limited to what he knows or notices at any given time.As for the separate editions of these books. I can't voice for the ""Complete Collection"" eBook specifically, since I bought the eBooks individually on Pottermore, but assuming the formatting for the Complete Collection is identical, then the digital set relevant to this review is well-put-together and smoothly formatted, just about the best way you'll ever experience Harry Potter digitally without buying the iBooks-and-iOS-exclusive Enhanced Edition eBooks available on Pottermore, which feature animated illustrations and the like. If you have an iPad or iPhone, that is the edition I recommend for digital consumption, but for standard Kindle and Android users, or people who like reading eBooks on PC, this collection and its individual-eBook versions aren't inferior to physical books in any sense other than not having a special font for chapter headings; the U.S. editions of the eBooks even contain the iconic chapter title illustrations, although not the original American cover art (the minimalist cover art of the eBooks makes for a smoother transition between colored screens and black-and-white e-readers, though).The hardcover collection is one that I can't vouch for as a set, but having owned and read through the series in hardcover in the past, what I can vouch for is that the American hardcover editions are very nice to own. The box set for Hardcover may lack the text revision of the eBooks and more recent paperback printings, however, and while the chapter artwork and font for titles is something I prefer over the U.K. editions, it should be acknowledged that the American hardcovers are of a slightly cheaper construction than the U.K. editions, although also, paradoxically, they have a higher page count due to Scholastic's formatting choices (there are fewer words per page compared to the U.K. versions, and Order of the Phoenix has the formatting oddity of being the only book in the series with narrower margins and line-spacing, due to its much higher word count). Having researched this set, it should be acknowledged that the ""trunk"" is made of cardboard, so don't expect, you know, an extremely durable box or anything. It's just a stylized container for a box set.As for the paperback box set, the purchase that prompted this review? It's fantastic. The American version with the characters riding a dragon, specifically: I'm seeing a lot of user pictures in this review second for completely different sets, and it seems there's a motley assortment of mixed sets in the marketplace listings, too. The box itself is quite sturdy and adorned with beautiful artwork by the cover illustrator, Mary GrandPrÃ©, depicting a scene from later in the series that puts me in the mind of the old R.A. Salvatore ""Cleric Quintet"" omnibus cover art (which features a similar scene by what I assume is coincidence). The paperback volumes themselves are of a nice quality that makes them both more durable and less stiff-feeling than some smaller, cheaper mass-market paperbacks, and they even feature raised lettering for the front cover titling, although the paper and print quality are noticeably lesser than the hardcover editions, feeling at a casual touch like the pages would be easier to damage both by bending and by splashing a few drops of a drink in the book's general direction, not up to the quality of some of the better-made paperback novels that I own. Even so, these are paperbacks that should be taken care of and kept for posterity rather than tossed about like a cheapy grocery store throwaway novel that you picked up on a whim during a food-shopping trip, though the thickness of books four through seven may make it difficult to avoid bending the spines.Having checked certain passages in the books, I can also confirm that the paperback boxed set, bought new, should contained the revised editions of the text, as well, for as minor as those changes are to the overall experience (again, they're really just consistency tweaks).",book
"So leading off with I got this on sale for an amazing price.Iâm a little confused why I got the version I did as nothing in the ordering process said thatâs what it would be and it doesnât match the image shown. That being said, I like the covers geared towards children more anyways as the adult ones are boring. I love the version I got. Images others have shared have been different versions. If the version matters to you, order elsewhere, if not then this is a great place to order from. The version is only a cover art matter I believe.Overall, itâs a great series that I will recommend to anyone who loves magic and adventure and tales of friendship",book
"I put off reading the Harry Potter series for so, so long as I thought it would be too juvenile. (I didn't see the movies, either). I love fantasy fiction, but I'm more apt to read the works of Terry Goodkind or Terry Brooks as opposed to books intended for young adults. I am incredibly glad that I gave the Harry Potter series a chance. While the first couple of books are definitely geared towards young adult readers, the world, the characters, and the story that Rowling creates are all so fascinating and fun that it really doesn't matter. I'm currently reading the series a 2nd time and I'm enjoying them even more than I did the 1st time. These books are absolutely timeless classics and are among my all-time favorite books.I've seen all the movies now, after reading the books. The movies were just fine, but the books are so much better. If you've seen the movies and liked them but didn't read the books, you're missing SO much amazing content that truly makes the Wizarding World as magical as it is.The hardcover books make for a wonderful collector's set. I didn't really care about the case they came in, as I prefer to display them on a bookshelf with the rest of my hardcover books.",book
"- Harry Potter and the Philosopherâs StoneI had to research a few Briticisms throughout this book, but they didn't seriously interrupt the story flow. What did interrupt were the numerous comma splices. They forced me to re-read many sentences. Having said that, I enjoyed the plot and character development. I never felt bored.If Amazon had half stars, I'd give Harry Potter and the Philosopher's Stone 4 1/2. Since that isn't possible, I'll award it a 4.- Harry Potter and the Chamber of SecretsMystery, humorâand a smidgeon of possible romance?The plusses: Rowling steers Harry Potter through a mystery with a surprise outcome, sprinkling the tale with tidbits of humor. When I reached the end, I wanted to keep reading and find out how Harry spent his summer with his horrible relatives.Minuses: Numerous comma splices drew me out of the story, forcing me to re-read sentences.A solid 4.5 out of 5 stars. Iâd award an extra .5 stars if it werenât for the comma splices.- Harry Potter and the Prisoner of AzkabanTwists, turns, and surprises.I enjoyed this most of the first three books in the Harry Potter series. Rowling steers readers through suspenseful mini mysteries throughout the novel. Astute readers might be able to spot clues that will help them see what happens next. Hint: Pay attention to every detail. The old characters make appearances, as well as a few new ones, including an unexpected friend for Harry.As usual, I enjoyed the ending and canât wait to read the next in the series.Rowlingâs comma splices occur far less frequently in this book, which increased my reading enjoyment immensely. I canât resistâfive stars.- Harry Potter and the Goblet of FireThe best yet, with intrigue, laughs, and tears.This book reads like a spy novel. I couldnât decipher the good guys and the bad guys, and just when I decided someone was one or the other, I discovered I was wrong. Rowling finally reveals how to pronounce âHermioneâ (Her-my-oh-nee) due to a clever conversation where Hermione teaches Krum how to say her name properly.Near the end, one of the characters explains how and why many past events occurred. I found it a tad like an infodump. Run-on sentences occur far less in Goblet than in Prisoner, and mostly in dialogue, which assists comprehension.Now, I wonder how Harryâs summer with the Dursleys will go. His summers always intrigue and amuse me.Note to parents: One of the chapters (thirty-two, I believe) contains violent scenes that wouldnât be suitable for young children.Another five-star read.- Harry Potter and the Order of the PhoenixWith every novel in the Harry Potter series, I find myself becoming more engaged and wanting to read âjust one more chapterâ before closing my Kindle.In Phoenix, Harryâs character develops as he grows into a typical angst-ridden teenagerâwith more reason for angst than most of his peers. Rowling increases the romance factor and introduces a character so vile that I disliked her from her first appearance in the novel. A couple of secrets are revealed, including the reason why Harry must spend summers with the Dursleys, and an intriguing clue surfaces that, I suspect, will play an important part in Half-Blood Prince.Rowling provides enough backstory so that first-time Potter readers will understand the story, and the run-on sentences become fewer with each novel.Five stars.- Harry Potter and the Half-Blood PrinceMy optimism about a clue that was revealed in Order of the Phoenix didnât prove correct. *sigh*In Half-Blood Prince, Dumbledoreâs Pensieve acts as a marvelous link to backstory that doesnât seem like backstory. More information about Voldemort appears via Harryâs regular meetings with Dumbledore. We are kept guessing throughout most of the novel, and perhaps will be wrong, about Snapeâs true intentions.Although Rowling doesnât kill people off with the alacrity of George R. R. Martin, she does dispense with another beloved character. The funeral chapter is well-written, evincing tears and a chuckle or two.I wonder whether Harry will carry through with his plans. Is he really who he, and everyone else, thinks he is, or â¦?Now I canât wait to tackle Deathly Hallows.Five stars.- Harry Potter and the Deathly HallowsI withdraw my comment about Rowlingâs propensity for killing off characters. However, their demises were necessary in Deathly Hallows; otherwise, the story wouldnât ring true. Rowlingâs masterful manipulation of emotions had me smiling, nay, laughing, in some areasâand tearing up in others.Without providing any spoilers, I wondered throughout why the photo of a key headmaster didnât give Harry any advice. Plot hole? In previous novels as well as this one, misleading clues were dropped. Some were essential; others frustrated me because they didnât amount to anything.Note to first-time readers: Pay careful attention to clues. You might be able to predict a few twists if you do.Five stars.- General CommentsMs. Rowlingâs style did change somewhat as the novels progressed. Annoying run-on sentences appeared less with each novel.Now Iâm suffering Potter withdrawal. Will we ever see stories about the children of key wizards and witches? No, not screenplays written by others, but novels written by the author herself. I would read them!Five stars for this reading experience, Ms. Rowling, and good luck with future writing endeavors.",book
So happy to have this boxed set of my favorite series! Packaged safely and arrived fast.,book
Iâm truly obsessed with this series . Have been for years. and this set definitely scratched that itch. BRB Iâm reading the fifth book. LOVE IT!!,book
I am absolutely thrilled with this set of books. They are to be a Christmas gift for my 13 year old granddaughter and Iâm sure she will love them for years to come,book
Great set for the money,book
"Iâll be honest this book was a gift. I hate reading. As a famous actor once said thereâs nothing you canât get from a book that you canât get from a TV but faster. This box it was for my girlfriend, who was a huge Harry Potter fan. She loved the gift. Maybe six or seven months later, she broke up with me, but again these books had nothing to do with it, I just suck at dating. Good purchase",book
Good books,book
"This is a wonderful book that can be read over and over again to a young reader. The messages on each page are encouraging and up lifting. It reinforces positivity in daily challenges and has light, breezy artwork that encourages inclusivity.If your young child loses a game, has a bad day, or gets bullied there is a lesson to be shared from the pages of this delightful book. I highly recommend this book for children and parents.",book
"Teach our children well. Perhaps this message filled with grace is the answer to understanding ourselves and others. Bringing to the surface what it takes many a lifetime to learn. If one is truly blessed to know it, we might all practice this positive example. Wonderful illustrations.",book
"I always read every book before I gift it. This was no exception. I was excited to have purchased it, but with that said, I found it too deep to read to a child under 12 in one sitting.So, I will read it to our two grandchildren over their Christmas vacation and hope they benefit from McConaugheys advice.",book
I bought this book . I saw Mathew McConaughey on one of the talkshows and I bought the book for my granddaughter for Christmas. It is a cute book. I recommend buying it cute message.,book
Read this to my children upon receipt!! Was able to have many discussions about things in the book and show them how assuming things about people can be harmful! They enjoyed that the book normalizes that nobody is a robot and we are all unique thinkers and that it is okay to be different!,book
I purchased two books for two of our children to have for their children. They liked it very much,book
"This is a great childrenâs book, and a whole lot of fun, but the highlight are the amazing illustrations. The life of the characters and the vibrancy of the colors leap off of every page. The pictures and words complement each other, perfectly, and together, exude a bubbling, childlike energy. Just a terrific book.",book
This is an amazing book!! Although it was written as a children's book it has powerful meanings and lessons behind the words on the page! Recommend you get this!!,book
"Bought copies for my inherited grandsons and after reading the entire book, will also be buying more for my staff, adult children and keeping a couple on hand. This is an excellent feel good book that encourages and enlightens in just a few short pages. A new classic in our household.",book
"Well written, great book.",book
Such a cute book - I read it to my 1 year old daughter every night at bedtime (and have been since she was an infant). Nice rhythm of the rhyming that I think helps lull her into sleepiness.,book
"This book is so cute! I've bought it for myself and a few others as baby shower gifts. The story reads smoothly, and has parts that your toddler can jump in at. One of our favorite bedtime stories",book
I have given this book to many toddlers. Parents and kids enjoy the book.,book
Very colorful my grandchild loves being read to and loves the pictures,book
Very cute book. Great for young children.,book
"The art and story concept is cute, but the actual writing is quite awful, and we dread having to read it when our toddler brings it over.",book
Very cute book,book
Given as a gift. Hope the little one enjoys having it read to her.,book
A sweet gift for a 1 year old!,book
My Grandson love. It,book
